num_stas,policy,seed,pdr,tput_kbps,avg_delay_ms,p95_delay_ms,drop_rate,fairness,col_rate,retry_rate,raw_fit_pass,e_total_mj,e_tx_mj,e_rx_mj,e_idle_mj,e_sleep_mj,ee_kbit_j,e_per_pkt_uj,assoc_mean_ms,assoc_max_ms,assoc_scan_ms,assoc_auth_ms,assoc_req_ms,assoc_frac
200,laca,99,1.0,40.96,599.487815,1473.349618,0.0,1.0,0.346558,0.346558,1.0,287.981223,25.897952,38.896248,167.766811,55.420212,85.338897,11999.217611,2016.291571,2602.353333,2.833333,955.5699,1057.888338,1.0
400,no_raw,42,0.298542,24.456533,2892.780537,4829.726008,0.701458,0.976086,0.945462,0.868843,1.0,2468.735013,48.39266,37.966608,2382.375745,0.0,2.971951,344554.781974,12138.321242,30021.295111,2.833333,1911.262821,10224.225088,1.0
400,no_raw,7,0.299375,24.5248,2858.953724,4799.913998,0.700625,0.975607,0.945096,0.86856,1.0,2468.726522,48.382648,37.967211,2382.376663,0.0,2.980257,343594.50551,12025.657971,29660.098222,2.833333,1916.11218,10106.712458,1.0
400,no_raw,99,0.299063,24.4992,2838.278655,4855.730595,0.700937,0.976292,0.944942,0.868577,1.0,2468.729687,48.386208,37.967211,2382.376267,0.0,2.977142,343953.979315,11883.461177,29741.675111,2.833333,1913.651009,9966.976834,1.0
400,static,42,0.765729,62.728533,1790.912354,4772.967885,0.234271,0.925593,0.564554,0.564156,1.0,362.164288,30.719204,38.651543,239.169824,53.623717,51.96139,19706.939907,4195.52137,5574.240889,2.833333,1910.291198,2282.396839,1.0
400,static,7,0.764167,62.600533,1797.891266,4774.639962,0.235833,0.932663,0.565321,0.564725,1.0,362.129833,30.756332,38.649732,239.098353,53.625416,51.860295,19745.356206,4189.920724,5562.452889,2.833333,1916.439428,2270.647963,1.0
400,static,99,0.757917,62.088533,1802.846945,4784.682566,0.242083,0.925942,0.569453,0.568709,1.0,363.475764,30.813004,38.642994,240.427688,53.592079,51.245673,19982.175068,4202.417273,5728.030667,2.833333,1915.234227,2284.349713,1.0
400,adaptive,42,0.807708,66.167467,1927.352813,4841.046561,0.192292,0.954891,0.532825,0.532469,1.0,372.988341,29.990496,38.692981,250.974576,53.330288,53.219465,19241.08029,4064.150859,5379.719556,2.833333,1909.351299,2151.966227,1.0
400,adaptive,7,0.813333,66.628267,1906.093678,4825.623176,0.186667,0.954748,0.528709,0.528352,1.0,373.339215,29.872688,38.697306,251.45054,53.318682,53.539728,19125.984395,4077.357791,5385.259556,2.833333,1916.1153,2158.409158,1.0
400,adaptive,99,0.833438,68.2752,1848.75887,4768.677964,0.166562,0.966023,0.538097,0.537999,1.0,373.323102,31.25808,38.718628,249.995352,53.351041,54.865504,18663.822105,4104.908286,5434.324889,2.833333,1919.319258,2182.755694,1.0
400,cluster_csv,42,0.829583,67.959467,1223.207707,4181.759678,0.170417,0.917385,0.497642,0.497059,1.0,337.407392,28.69604,38.727982,215.769645,54.213725,60.424995,16946.62943,4240.946094,6095.520889,2.833333,1908.726902,2329.385859,1.0
400,cluster_csv,7,0.830208,68.010667,1212.505225,4150.353734,0.169792,0.923554,0.500026,0.498969,1.0,336.92628,28.77558,38.724562,215.198323,54.227815,60.556867,16909.725468,4268.526952,6136.447556,2.833333,1916.203853,2349.489766,1.0
400,cluster_csv,99,0.827187,67.7632,1226.370157,4181.758984,0.172813,0.918285,0.49862,0.497771,1.0,336.859745,28.644944,38.722148,215.266151,54.226502,60.34844,16968.127199,4249.170287,6187.815556,2.833333,1915.987864,2330.349089,1.0
400,traffic_split,42,0.994583,81.476267,1246.935387,3103.559925,0.005417,0.999802,0.330209,0.330209,1.0,362.289382,25.092096,38.891823,244.809032,53.49643,67.467834,15177.602915,4028.120444,5413.664889,2.833333,1912.124863,2113.162248,1.0
400,traffic_split,7,0.994687,81.4848,1262.422101,3209.222704,0.005313,0.999796,0.340725,0.340725,1.0,363.547264,25.524928,38.892225,245.656061,53.474049,67.241436,15228.705146,4038.364649,5372.645505,2.833333,1915.755821,2119.775495,1.0
400,traffic_split,99,0.996042,81.595733,1271.903392,3278.970349,0.003958,0.99985,0.348889,0.348889,1.0,364.647955,25.900768,38.89474,246.398011,53.454436,67.129733,15254.04537,4025.128299,5318.198667,2.833333,1911.774782,2110.520183,1.0
400,laca,42,0.857292,70.229333,1702.480843,4616.019118,0.142708,0.965307,0.540928,0.540643,1.0,367.655128,32.292516,38.743571,243.098657,53.520384,57.305878,17869.022026,4178.039884,5496.542222,2.833333,1910.778871,2264.42768,1.0
400,laca,7,0.855104,70.050133,1752.386221,4670.115467,0.144896,0.969077,0.545515,0.545232,1.0,369.436499,32.493292,38.738844,244.725162,53.479202,56.884038,18001.534876,4181.864596,5570.612,2.833333,1916.816824,2262.214438,1.0
400,laca,99,0.857187,70.2208,1743.045443,4712.237954,0.142813,0.970589,0.54093,0.540693,1.0,368.517874,32.308876,38.743068,243.967303,53.498626,57.164771,17913.130332,4152.428191,5483.890667,2.833333,1913.385443,2236.209414,1.0
600,no_raw,42,0.203333,24.9856,2854.643787,4889.264651,0.796667,0.922562,0.921011,0.848665,1.0,2454.117648,31.949632,37.96463,2384.203386,0.0,2.036219,502892.960656,25630.195827,65748.207111,2.833333,2862.365967,22764.996526,1.0
600,no_raw,7,0.205764,25.284267,2824.803336,4938.787233,0.794236,0.924631,0.920371,0.847579,1.0,2454.106176,31.935397,37.966373,2384.204405,0.0,2.060568,496950.288749,24972.753083,65237.401333,2.833333,2876.969724,22092.950025,1.0
600,no_raw,99,0.205486,25.250133,2778.874641,4883.359431,0.794514,0.918191,0.91953,0.84772,1.0,2454.103162,31.930883,37.967848,2384.204431,0.0,2.057789,497621.459045,25458.750125,67166.827556,2.833333,2868.668401,22587.248391,1.0
600,static,42,0.609861,74.939733,1888.143441,4778.356514,0.390139,0.924964,0.572784,0.572078,1.0,366.784566,25.679848,38.505269,249.211598,53.387851,40.863079,25059.296234,6727.804283,9547.650667,2.833333,2861.462422,3863.508527,1.0
600,static,7,0.604514,74.282667,1926.251097,4793.110829,0.395486,0.919585,0.575903,0.57516,1.0,366.789631,25.742683,38.500978,249.156892,53.389078,40.504235,25281.30715,6701.595766,9490.160444,2.833333,2876.395703,3822.36673,1.0
600,static,99,0.605139,74.359467,1944.939424,4807.611693,0.394861,0.92644,0.573293,0.572744,1.0,368.899873,25.678485,38.504464,251.383356,53.333567,40.314173,25400.496182,6827.7743,9659.950667,2.833333,2870.297407,3954.64356,1.0
