condition,policy,num_stas,seed,pdr,tput_kbps,avg_delay_ms,p95_delay_ms,drop_rate,fairness,col_rate,retry_rate,assoc_mean_ms,assoc_frac,e_total_mj,ee_kbit_j,elapsed_s
spatial,cluster_adaptive,300,42,0.6081944444444445,37.367466666666665,2397.5236921284345,5887.702386616041,0.3918055555555555,0.935237447265101,0.4695361470956958,0.4695361470956958,14545.36246666717,1.0,646.1449893333065,23.132558347452314,13.57
spatial,cluster_adaptive,300,7,0.6097222222222223,37.461333333333336,2381.5645852826106,5913.182422328603,0.3902777777777777,0.9084785232115247,0.46643904063957364,0.46610592938041306,15165.682408889134,1.0,655.54459121108,22.858145020539773,13.63
spatial,cluster_adaptive,300,99,0.6127777777777778,37.64906666666666,2346.975710872313,5546.846540068276,0.38722222222222225,0.9018933244375255,0.46424069249516764,0.46365240776535843,14233.896515555916,1.0,637.498610237749,23.622995289433376,13.8
spatial,cluster_adaptive,400,42,0.39395833333333335,32.273066666666665,2937.9332612298153,7483.809737235782,0.6060416666666666,0.7913692294073386,0.5083682008368201,0.5076708507670851,20451.100343333364,1.0,715.6753802549654,13.528368122081737,17.88
spatial,cluster_adaptive,400,7,0.39135416666666667,32.059733333333334,3001.669162771266,7599.793778002455,0.6086458333333333,0.7800955565380789,0.5080602032240813,0.5072198028879211,21982.85093333313,1.0,743.2058913466311,12.941124541643608,18.18
spatial,cluster_adaptive,400,99,0.39260416666666664,32.16213333333334,2990.5645653634097,7449.053262551996,0.6073958333333334,0.7998694227347463,0.508307453416149,0.5077639751552795,20270.78103666669,1.0,710.9177577082987,13.572090295090078,18.41
spatial,cluster_adaptive,500,42,0.28225,28.9024,3320.0270465488907,8544.095483034615,0.71775,0.6981146508443633,0.5116432821567619,0.5110556086094175,27421.01323466339,1.0,817.8557443652588,8.48141747220166,21.85
spatial,cluster_adaptive,500,7,0.2806666666666667,28.740266666666667,3339.398000338665,8441.520748851293,0.7193333333333334,0.7162609080002525,0.5179400279967583,0.5175716495984676,26965.286890665353,1.0,809.3774557972826,8.52218448956601,21.79
spatial,cluster_adaptive,500,99,0.27691666666666664,28.356266666666667,3334.015259852509,8669.186662238626,0.7230833333333333,0.7154315980433444,0.5199414562751555,0.5192096597145993,27141.023450663666,1.0,813.0358790132541,8.370484225443459,22.19
spatial,cluster_adaptive,600,42,0.21368055555555557,26.257066666666667,3766.7556787796475,9612.041701238142,0.7863194444444445,0.685992334333203,0.5267070484581498,0.5261563876651982,32632.888979996907,1.0,898.0836075165892,5.847354621976362,25.58
spatial,cluster_adaptive,600,7,0.2111111111111111,25.941333333333333,3677.645560185937,9453.694306315985,0.7888888888888889,0.7103895704578298,0.5283675838055575,0.527548303406841,32785.03021555136,1.0,901.4626602310123,5.755387211864218,25.57
spatial,cluster_adaptive,600,99,0.21270833333333333,26.1376,3658.960236515502,9300.598132514135,0.7872916666666667,0.7075071263743722,0.5266520126390988,0.5260337958510785,32719.215211108698,1.0,900.4412989410533,5.805508927842076,25.48
spatial,cluster_adaptive,800,42,0.13296875,21.7856,4480.049943597449,13529.004180376993,0.86703125,0.6953367969616796,0.524782254527226,0.5244689516887023,44400.66549832947,1.0,1097.2132963474037,2.978308785428102,30.27
spatial,cluster_adaptive,800,7,0.13390625,21.9392,4659.153460196286,13152.974643855081,0.86609375,0.696967629692113,0.5252392568962282,0.5249265027835116,44453.177605491444,1.0,1098.1670253770667,2.9967026180466885,31.96
spatial,cluster_adaptive,800,99,0.131875,21.6064,4514.922382596686,13627.775385547266,0.868125,0.6878781115879828,0.5244689516887023,0.5238423460116549,44234.5210383293,1.0,1094.2733115557523,2.9617463624259064,31.04
spatial,cluster_adaptive,1000,42,0.092875,19.020799999999998,5293.087679592338,16554.36737843622,0.907125,0.6903110083578851,0.5132043255549231,0.5125213431986341,57661.114121815364,0.996,1338.9498463598816,1.7046911848156807,33.08
spatial,cluster_adaptive,1000,7,0.09266666666666666,18.978133333333336,5183.449901147789,16251.70289107348,0.9073333333333333,0.7108975013115061,0.5134627426424546,0.5125519439858827,57524.634334359165,0.971,1365.7273062925765,1.667518830081972,32.38
spatial,cluster_adaptive,1000,99,0.091875,18.816,5259.810467237234,15759.480263697627,0.908125,0.6925647812534987,0.514752040175769,0.5140101580779547,58308.529978660874,1.0,1346.407488370558,1.6769960205231538,32.9
random,cluster_csv,100,42,0.9833333333333333,20.13866666666667,689.905869160166,1815.6215561634033,0.01666666666666672,0.9995692749461593,0.26080656846172423,0.26032359333494326,4537.959386666991,1.0,460.21835875330385,52.51072570304436,2.76
random,cluster_csv,100,7,0.9870833333333333,20.215466666666668,695.7846694139165,1623.6345636792983,0.012916666666666687,0.9996190086030315,0.2490733876945886,0.2490733876945886,4240.496960000314,1.0,451.23754016663844,53.76006613067146,2.37
random,cluster_csv,100,99,0.9833333333333333,20.13866666666667,686.2963568338125,1687.6635579757713,0.01666666666666672,0.9995692749461593,0.26652194886637726,0.2662807525325615,4316.738293333497,1.0,454.9842960466358,53.11480024691434,4.48
random,cluster_csv,200,42,0.91875,37.632,1438.1371904593525,3618.2391799087313,0.08125000000000004,0.9937710781808892,0.3818104275509116,0.38170380637594625,10378.857966666861,1.0,609.6740119466377,37.034873649782966,7.2
